trip_id,trip_datetime,driver_id,vehicle_id,pickup_zone,dropoff_zone,distance_km,duration_min,fare_amount,payment,platform
T22012880,23/08/2025 16:33,DR-1048,VH-007, Centre ,East,10.33,44.7,EUR 27.80,CASH,RideGo
T22012881,26/07/2025 20:57,DR-1038,VH-032,Suburbs,Centre,7.75,37.9,EUR 22.92,cash,RideGo
T22012882,05/10/2025 11:09,DR-1019,VH-036, Suburbs ,Port,5.36,18.2,EUR 14.66,wallet,Direct
T22012883,06/08/2025 16:04,DR-1050,VH-021,East,Airport,6.03,31.8,EUR 19.24,cash,RideGo
T22012884,18/10/2025 22:59,DR-1039,VH-014,Airport,West,1.44,8.3,EUR 7.38,wallet,Direct
T22012885,31/08/2025 18:14,DR-1018,VH-033,East,Suburbs,4.58,19.9,EUR 14.24,wallet,RideGo
T22012886,27/07/2025 13:50,DR-1042,VH-025,West,Port,1.21,7.6,EUR 6.92,cash,Direct
T22012887,08/08/2025 09:38,DR-1020,VH-042,North,Airport,5.02,24.9,EUR 16.14,CASH,RideGo
T22012888,03/08/2025 16:33,DR-1001,VH-021,Centre,West,6.3,24.8,EUR 17.59,cash,CityHail
T22012889,26/10/2025 22:37,DR-1022,VH-015, Port ,Port,1.86,9.1,EUR 8.09,cash,RideGo
T22012890,03/12/2025 07:10,DR-1020,VH-018,Centre,East,4.01,11.8,EUR 11.32,wallet,Direct
T22012891,10/11/2025 11:45,DR-1024,VH-042,North,East,7.81,37.3,EUR 22.83,CASH,RideGo
T22012892,02/10/2025 21:14,DR-1005,VH-005,East,East,23.1,77.5,EUR 51.67,wallet,Direct
T22012893,05/09/2025 19:44,DR-1036,VH-019,Suburbs,East,12.6,38.7,EUR 28.73,CASH,RideGo
T22012894,25/09/2025 08:27,DR-1057,VH-006,West,Port,11.74,34.4,EUR 26.53,card,RideGo
T22012895,22/10/2025 19:14,DR-1023,VH-018,Centre,Port,20.8,70.3,EUR 47.00,wallet,Direct
T22012896,13/07/2025 19:33,DR-1032,VH-024,Centre,North,6.23,22.0,EUR 16.72,Card,CityHail
T22012897,28/09/2025 02:09,DR-1027,VH-023,Centre,North,7.53,25.7,EUR 19.26,Card,Direct
T22012898,04/07/2025 09:03,DR-1012,VH-022, East ,Port,2.48,12.4,EUR 9.72,wallet,RideGo
T22012899,29/10/2025 20:08,DR-1024,VH-015,Centre,North,1.91,11.9,EUR 8.93,cash,CityHail
T22012900,16/12/2025 20:50,DR-1048,VH-035,Port,East,2.6,8.4,EUR 8.74,cash,RideGo
T22012901,29/07/2025 18:44,DR-1046,VH-038,North,West,4.0,20.0,EUR 13.60,cash,Direct
T22012902,06/07/2025 00:28,DR-1014,VH-029,Suburbs,Port,11.6,49.0,EUR 30.46,CASH,RideGo
T22012903,19/09/2025 06:34,DR-1026,VH-017,East,Centre,9.07,38.0,EUR 24.47,cash,RideGo
T22012904,12/08/2025 16:55,DR-1012,VH-009,Airport,Port,5.24,22.0,EUR 15.59,card,Direct
T22012905,02/12/2025 16:24,DR-1012,VH-040,West,East,2.84,16.0,EUR 11.15,Card,CityHail
T22012906,19/09/2025 19:59,DR-1044,VH-033,North,East,5.84,24.1,EUR 16.86,cash,RideGo
T22012907,22/11/2025 23:26,DR-1067,VH-031,Port,Suburbs,9.0,28.5,EUR 21.73,card,RideGo
T22012908,06/07/2025 15:47,DR-1033,VH-042,Centre,East,11.42,42.5,EUR 28.43,wallet,RideGo
T22012909,25/11/2025 15:18,DR-1031,VH-007,Port,Airport,1.83,11.3,EUR 8.67,wallet,CityHail
T22012910,25/12/2025 02:23,DR-1057,VH-014,West,North,8.15,38.7,EUR 23.61,wallet,CityHail
T22012911,27/07/2025 14:47,DR-1047,VH-024,North,Port,4.59,20.4,EUR 14.39,Card,CityHail
T22012912,10/11/2025 03:36,DR-1009,VH-006,Suburbs,Airport,6.41,23.9,EUR 17.46,CASH,RideGo
T22012913,20/12/2025 03:27,DR-1062,VH-020,Airport,North,13.63,56.1,EUR 34.78,wallet,RideGo
T22012914,17/08/2025 07:02,DR-1045,VH-037,Suburbs,Airport,11.87,53.8,EUR 32.11,CASH,Direct
T22012915,28/08/2025 20:35,DR-1048,VH-025,Airport,Airport,5.58,27.6,EUR 17.55,cash,Direct
T22012916,16/12/2025 02:44,DR-1068,VH-005,Airport,Port,5.6,25.3,EUR 16.92,Card,RideGo
T22012917,14/07/2025 12:53,DR-1023,VH-036,North,Port,8.27,27.4,EUR 20.58,cash,Direct
T22012918,19/09/2025 18:53,DR-1009,VH-037,Suburbs,Airport,6.93,32.2,EUR 20.39,Card,RideGo
T22012919,03/10/2025 23:53,DR-1046,VH-042,Suburbs,Suburbs,2.74,16.3,EUR 11.12,wallet,Direct
T22012920,20/11/2025 11:13,DR-1058,VH-038,Airport,Suburbs,3.72,18.2,EUR 12.77,cash,RideGo
T22012921,29/09/2025 19:03,DR-1056,VH-029,Suburbs,East,9.33,32.5,EUR 23.23,cash,RideGo
T22012922,26/12/2025 19:34,DR-1013,VH-025, Airport ,Port,2.62,16.2,EUR 10.95,cash,RideGo
T22012923,15/08/2025 22:24,DR-1045,VH-003,East,Centre,4.54,16.4,EUR 13.21,card,RideGo
T22012924,19/12/2025 00:06,DR-1063,VH-032,West,North,13.33,38.6,EUR 29.54,wallet,RideGo
T22012925,03/11/2025 00:47,DR-1027,VH-024,East,East,7.17,36.6,EUR 21.89,wallet,RideGo
T22012926,02/12/2025 18:03,DR-1047,VH-040,Port,Suburbs,2.93,14.1,EUR 10.72,card,Direct
T22012927,15/10/2025 06:19,DR-1013,VH-041,Airport,North,14.77,63.1,EUR 38.05,Card,RideGo
T22012928,14/10/2025 23:49,DR-1009,VH-016,West,West,2.03,11.0,EUR 8.81,CASH,Direct
T22012929,17/08/2025 18:36,DR-1015,VH-034,West,Suburbs,4.61,21.4,EUR 14.69,Card,CityHail
T22012930,23/09/2025 15:21,DR-1038,VH-005, North ,Centre,3.57,14.0,EUR 11.43,card,CityHail
T22012931,11/10/2025 21:46,DR-1046,VH-032,Port,North,0.91,6.7,EUR 6.32,card,CityHail
T22012932,11/12/2025 05:42,DR-1055,VH-019,North,West,2.04,14.1,EUR 9.69,cash,CityHail
T22012933,11/08/2025 16:58,DR-1042,VH-006,East,East,6.39,18.7,EUR 15.98,wallet,Direct
T22012934,05/08/2025 11:51,DR-1010,VH-027,North,Airport,2.59,11.1,EUR 9.49,cash,RideGo
T22012935,04/11/2025 04:35,DR-1040,VH-035,Centre,Centre,9.62,30.9,EUR 23.12,CASH,RideGo
T22012936,25/11/2025 15:32,DR-1043,VH-002,Port,Port,3.14,12.8,EUR 10.60,cash,Direct
T22012937,12/07/2025 13:01,DR-1050,VH-030,North,West,15.56,42.8,EUR 33.28,card,RideGo
T22012938,23/12/2025 14:17,DR-1068,VH-007,Port,East,8.82,40.9,EUR 24.99,cash,Direct
T22012939,22/11/2025 14:29,DR-1019,VH-025,Centre,East,5.28,21.2,EUR 15.41,Card,RideGo
T22012940,02/12/2025 23:43,DR-1067,VH-039,Port,Port,10.22,47.8,EUR 28.54,card,RideGo
T22012941,10/09/2025 09:16,DR-1048,VH-041, East ,Port,5.67,29.9,EUR 18.29,Card,Direct
T22012942,21/07/2025 07:23,DR-1065,VH-001,Airport,Port,10.73,30.9,EUR 24.39,CASH,RideGo
T22012943,22/10/2025 13:43,DR-1043,VH-002,Port,North,4.79,18.3,EUR 14.03,CASH,CityHail
T22012944,10/09/2025 13:56,DR-1046,VH-011,North,West,2.48,12.0,EUR 9.61,wallet,RideGo
T22012945,01/12/2025 06:41,DR-1047,VH-014,Centre,North,5.6,27.7,EUR 17.60,CASH,CityHail
T22012946,30/11/2025 19:32,DR-1015,VH-042,Port,North,3.59,18.9,EUR 12.82,card,CityHail
T22012947,21/10/2025 01:45,DR-1066,VH-016,Centre,West,5.36,27.0,EUR 17.12,card,RideGo
T22012948,16/11/2025 01:11,DR-1034,VH-008,Airport,West,5.1,26.8,EUR 16.77,CASH,Direct
T22012949,27/09/2025 19:37,DR-1009,VH-030,North,Port,4.52,18.6,EUR 13.81,cash,RideGo
T22012950,04/07/2025 17:41,DR-1001,VH-028,West,North,3.83,11.8,EUR 11.11,CASH,RideGo
T22012951,27/09/2025 11:57,DR-1064,VH-037,East,East,5.89,27.1,EUR 17.76,CASH,CityHail
T22012952,13/07/2025 14:33,DR-1024,VH-016,Port,West,1.89,9.3,EUR 8.18,wallet,CityHail
T22012953,22/12/2025 01:50,DR-1018,VH-041,Centre,Port,5.16,22.6,EUR 15.66,cash,RideGo
T22012954,29/08/2025 13:55,DR-1024,VH-025, Suburbs ,Port,3.55,18.9,EUR 12.77,wallet,CityHail
T22012955,27/10/2025 13:49,DR-1068,VH-027,Centre,NULL,1.96,10.7,EUR 8.65,wallet,Direct
T22012956,15/09/2025 12:00,DR-1030,VH-042,Centre,East,2.94,15.9,EUR 11.23,wallet,RideGo
T22012957,03/09/2025 13:57,DR-1028,VH-008,East,West,3.36,10.8,EUR 10.29,card,RideGo
T22012958,11/07/2025 02:01,DR-1010,VH-036, Airport ,East,3.89,18.3,EUR 13.00,card,CityHail
T22012959,08/10/2025 07:58,DR-1024,VH-015,Centre,Airport,2.36,11.8,EUR 9.42,Card,RideGo
T22012960,28/10/2025 16:38,DR-1001,VH-001,Port,East,3.3,11.8,EUR 10.50,Card,CityHail
T22012961,07/09/2025 21:40,DR-1036,VH-032, North ,Suburbs,5.75,27.4,EUR 17.68,card,RideGo
T22012962,19/08/2025 03:31,DR-1032,VH-036,Centre,Airport,5.87,18.1,EUR 15.22,CASH,Direct
T22012963,04/08/2025 00:46,DR-1042,VH-036,Suburbs,NULL,6.14,22.2,EUR 16.68,wallet,CityHail
T22012964,02/11/2025 21:56,DR-1034,VH-039,Centre,North,9.55,37.8,EUR 24.97,wallet,RideGo
T22012965,30/10/2025 20:01,DR-1060,VH-017, Centre ,West,4.3,15.5,EUR 12.68,CASH,RideGo
T22012966,29/08/2025 14:08,DR-1027,VH-031,Port,West,2.96,10.0,EUR 9.60,CASH,CityHail
T22012967,21/12/2025 23:25,DR-1043,VH-022,Suburbs,Port,5.28,20.3,EUR 15.16,card,RideGo
T22012968,10/08/2025 10:21,DR-1011,VH-029,Port,Airport,11.68,44.6,EUR 29.32,CASH,Direct
T22012969,12/11/2025 01:04,DR-1054,VH-034,North,West,3.61,16.6,EUR 12.20,CASH,RideGo
T22012970,29/07/2025 03:45,DR-1043,VH-028,Suburbs,East,7.48,36.7,EUR 22.28,card,RideGo
T22012971,07/07/2025 03:55,DR-1067,VH-004,West,North,4.82,21.1,EUR 14.85,cash,CityHail
T22012972,04/07/2025 17:28,DR-1065,VH-034,Airport,Centre,3.74,16.7,EUR 12.38,card,CityHail
T22012973,19/11/2025 20:00,DR-1049,VH-015,Suburbs,Suburbs,2.98,12.4,EUR 10.30,cash,RideGo
T22012974,12/12/2025 17:00,DR-1022,VH-006,Airport,East,2.92,14.0,EUR 10.68,card,RideGo
T22012975,14/11/2025 16:11,DR-1066,VH-012,Suburbs,Suburbs,11.43,45.3,EUR 29.23,wallet,CityHail
T22012976,31/07/2025 13:56,DR-1030,VH-042,Airport,West,3.62,20.0,EUR 13.16,cash,RideGo
T22012977,26/10/2025 23:29,DR-1066,VH-024,North,Port,8.11,28.0,EUR 20.57,CASH,RideGo
T22012978,18/10/2025 07:03,DR-1037,VH-035,Suburbs,Airport,4.21,18.4,EUR 13.39,CASH,CityHail
T22012979,01/10/2025 21:03,DR-1001,VH-028,Suburbs,Port,4.01,21.5,EUR 14.03,cash,CityHail
T22012980,09/12/2025 09:21,DR-1037,VH-031,Suburbs,North,3.33,14.5,EUR 11.29,CASH,RideGo
T22012981,27/10/2025 15:05,DR-1012,VH-022,Port,Airport,9.48,44.2,EUR 26.68,wallet,RideGo
T22012982,07/08/2025 22:45,DR-1058,VH-010,North,Airport,1.53,8.9,EUR 7.65,Card,Direct
T22012983,07/10/2025 23:50,DR-1046,VH-021,Port,North,9.75,28.2,EUR 22.51,card,RideGo
T22012984,15/07/2025 14:23,DR-1030,VH-018,West,Port,1.16,4.9,EUR 6.11,wallet,CityHail
T22012985,07/10/2025 10:28,DR-1031,VH-030,Port,West,6.22,24.4,EUR 17.38,card,CityHail
T22012986,02/07/2025 03:28,DR-1024,VH-015, West ,East,0.84,5.8,EUR 5.99,CASH,CityHail
T22012987,02/08/2025 16:42,DR-1065,VH-010,Port,North,3.53,15.5,EUR 11.80,card,CityHail
T22012988,27/09/2025 05:15,DR-1066,VH-019,East,Suburbs,7.03,32.1,EUR 20.47,cash,RideGo
T22012989,03/10/2025 04:36,DR-1041,VH-030,Suburbs,West,6.97,19.1,EUR 16.76,CASH,RideGo
T22012990,03/12/2025 09:39,DR-1013,VH-037,East,Airport,7.34,26.2,EUR 19.18,Card,CityHail
T22012991,30/09/2025 10:34,DR-1035,VH-016, West ,Port,2.48,11.5,EUR 9.47,card,CityHail
T22012992,04/12/2025 03:00,DR-1056,VH-024,Airport,East,4.47,21.8,EUR 14.64,Card,RideGo
T22012993,07/08/2025 11:57,DR-1028,VH-004,Centre,North,6.51,27.6,EUR 18.61,wallet,Direct
T22012994,05/10/2025 08:31,DR-1030,VH-031,North,North,4.84,17.5,EUR 13.87,card,CityHail
T22012995,27/10/2025 10:51,DR-1028,VH-025,Port,Suburbs,7.07,34.9,EUR 21.30,cash,RideGo
T22012996,27/09/2025 09:41,DR-1060,VH-031,West,Airport,6.08,25.8,EUR 17.62,CASH,RideGo
T22012997,24/08/2025 06:59,DR-1025,VH-003,East,Port,16.29,77.9,EUR 43.95,Card,RideGo
T22012998,07/12/2025 07:19,DR-1049,VH-011,Centre,Centre,5.59,22.0,EUR 15.99,Card,RideGo
T22012999,08/11/2025 07:55,DR-1046,VH-029,West,Centre,8.93,38.5,EUR 24.45,card,CityHail
T22013000,18/11/2025 09:14,DR-1012,VH-014,Port,Centre,9.97,28.6,EUR 22.87,CASH,Direct
T22013001,12/08/2025 01:29,DR-1062,VH-031,Port,Suburbs,3.59,12.2,EUR 10.94,cash,CityHail
T22013002,20/09/2025 11:02,DR-1055,VH-030,Airport,Port,17.37,57.9,EUR 39.59,card,RideGo
T22013003,17/09/2025 14:02,DR-1032,VH-015,Port,Centre,8.9,29.6,EUR 21.92,Card,RideGo
T22013004,08/11/2025 12:56,DR-1005,VH-023,North,West,4.08,17.8,EUR 13.08,cash,CityHail
T22013005,15/10/2025 22:49,DR-1018,VH-017,Suburbs,Centre,4.97,18.5,EUR 14.30,CASH,CityHail
T22013006,01/10/2025 20:49,DR-1050,VH-021,West,North,2.6,15.5,EUR 10.73,card,CityHail
T22013007,02/11/2025 21:05,DR-1023,VH-020,West,East,5.13,27.0,EUR 16.86,cash,CityHail
T22013008,12/07/2025 09:23,DR-1062,VH-031,Centre,Suburbs,10.08,32.5,EUR 24.09,CASH,RideGo
T22013009,15/09/2025 01:29,DR-1047,VH-003, North ,West,4.66,18.9,EUR 14.05,Card,CityHail
T22013010,10/08/2025 16:14,DR-1007,VH-023,East,North,10.54,42.8,EUR 27.50,CASH,RideGo
T22013011,03/07/2025 06:09,DR-1058,VH-003,Suburbs,East,2.46,9.3,EUR 8.83,wallet,RideGo
T22013012,15/10/2025 16:37,DR-1060,VH-013, East ,Airport,6.05,19.9,EUR 15.93,cash,Direct
T22013013,07/10/2025 15:45,DR-1018,VH-027,West,West,6.04,29.0,EUR 18.47,wallet,CityHail
T22013014,03/10/2025 20:58,DR-1065,VH-014,Centre,North,6.54,22.7,EUR 17.28,Card,RideGo
T22013015,27/11/2025 06:59,DR-1064,VH-038,Suburbs,East,10.42,53.0,EUR 30.22,card,Direct
T22013016,02/11/2025 16:51,DR-1005,VH-005, Airport ,Airport,6.73,19.9,EUR 16.71,cash,CityHail
T22013017,18/08/2025 05:09,DR-1065,VH-039,Port,Port,17.84,60.8,EUR 40.94,card,RideGo
T22013018,14/09/2025 21:29,DR-1023,VH-021,West,Port,4.12,14.8,EUR 12.28,Card,Direct
T22013019,16/07/2025 16:49,DR-1040,VH-001,Centre,North,5.43,20.6,EUR 15.41,cash,CityHail
T22013020,28/12/2025 03:18,DR-1045,VH-029,Port,Centre,6.32,21.3,EUR 16.63,CASH,RideGo
T22013021,01/12/2025 00:00,DR-1052,VH-015, Centre ,Port,3.56,17.5,EUR 12.39,Card,Direct
T22013022,28/07/2025 12:23,DR-1062,VH-038, North ,Suburbs,8.98,31.5,EUR 22.55,Card,RideGo
T22013023,30/12/2025 07:26,DR-1038,VH-040,West,Suburbs,6.43,26.2,EUR 18.13,cash,CityHail
T22013024,14/12/2025 12:47,DR-1032,VH-002,North,West,8.32,35.5,EUR 22.91,CASH,RideGo
T22013025,13/10/2025 08:15,DR-1003,VH-023,Port,North,1.0,7.7,EUR 6.71,cash,CityHail
T22013026,04/07/2025 16:39,DR-1004,VH-006,Airport,NULL,30.47,121.7,EUR 72.52,cash,RideGo
T22013027,12/08/2025 06:17,DR-1049,VH-013,West,Port,10.6,41.7,EUR 27.27,cash,CityHail
T22013028,23/12/2025 13:26,DR-1031,VH-026,West,Suburbs,3.68,18.0,EUR 12.67,card,CityHail
T22013029,24/08/2025 15:08,DR-1006,VH-038,West,North,4.8,25.3,EUR 16.00,Card,RideGo
T22013030,02/11/2025 15:49,DR-1049,VH-003,Airport,Centre,12.38,57.4,EUR 33.71,CASH,Direct
T22013031,08/09/2025 11:41,DR-1035,VH-021,Airport,Suburbs,5.26,23.5,EUR 16.03,cash,RideGo
T22013032,26/11/2025 13:19,DR-1053,VH-019,North,West,7.77,29.2,EUR 20.51,cash,RideGo
T22013033,27/08/2025 14:28,DR-1033,VH-005,Airport,Centre,5.6,22.9,EUR 16.25,Card,CityHail
T22013034,10/08/2025 02:15,DR-1063,VH-031,East,West,3.71,13.6,EUR 11.47,CASH,CityHail
T22013035,20/09/2025 04:35,DR-1066,VH-033,North,Port,5.85,20.0,EUR 15.73,cash,CityHail
T22013036,18/07/2025 06:47,DR-1049,VH-033,Suburbs,Airport,5.59,25.7,EUR 17.02,card,Direct
T22013037,03/09/2025 20:42,DR-1009,VH-026,North,Airport,2.62,9.9,EUR 9.18,wallet,CityHail
T22013038,27/09/2025 06:10,DR-1066,VH-017,North,Airport,2.89,14.5,EUR 10.78,CASH,RideGo
T22013039,21/11/2025 03:42,DR-1011,VH-001,North,Port,4.88,18.7,EUR 14.25,Card,Direct
T22013040,06/12/2025 10:31,DR-1050,VH-022,Suburbs,Port,4.18,20.6,EUR 13.98,CASH,CityHail
T22013041,06/12/2025 11:03,DR-1062,VH-034,North,East,5.18,25.4,EUR 16.47,cash,Direct
T22013042,10/08/2025 23:59,DR-1009,VH-037,Airport,West,5.47,23.2,EUR 16.19,card,CityHail
T22013043,30/12/2025 07:48,DR-1058,VH-034,Centre,Suburbs,5.11,21.7,EUR 15.35,Card,CityHail
T22013044,24/09/2025 01:23,DR-1024,VH-006,Suburbs,North,5.17,24.0,EUR 16.07,wallet,Direct
T22013045,20/07/2025 10:46,DR-1064,VH-027,Port,Airport,5.24,17.3,EUR 14.27,card,CityHail
T22013046,24/08/2025 09:26,DR-1020,VH-042, North ,Centre,3.69,14.5,EUR 11.70,card,CityHail
T22013047,12/09/2025 07:18,DR-1012,VH-021,Airport,Airport,4.26,20.5,EUR 14.04,wallet,RideGo
T22013048,12/09/2025 17:36,DR-1026,VH-023,East,North,7.35,22.2,EUR 18.07,Card,Direct
T22013049,29/12/2025 12:50,DR-1044,VH-032,West,East,3.64,15.3,EUR 11.87,CASH,RideGo
T22013050,24/09/2025 11:49,DR-1026,VH-025,Centre,Port,24.36,69.0,EUR 50.73,wallet,RideGo
T22013051,16/10/2025 20:06,DR-1052,VH-005,East,North,4.72,14.2,EUR 12.80,CASH,CityHail
T22013052,24/11/2025 13:31,DR-1049,VH-003,West,Suburbs,15.8,74.3,EUR 42.37,CASH,RideGo
T22013053,23/09/2025 21:52,DR-1039,VH-014,West,North,8.44,35.9,EUR 23.16,Card,RideGo
T22013054,18/08/2025 09:28,DR-1014,VH-010,West,North,2.73,10.4,EUR 9.45,wallet,CityHail
T22013055,05/07/2025 16:33,DR-1050,VH-022,North,East,6.84,30.4,EUR 19.78,CASH,Direct
T22013056,03/09/2025 17:23,DR-1002,VH-034,Centre,East,3.99,14.9,EUR 12.16,wallet,CityHail
T22013057,12/11/2025 14:01,DR-1060,VH-017,West,East,4.61,13.8,EUR 12.57,cash,RideGo
T22013058,23/09/2025 00:55,DR-1053,VH-003,North,East,3.08,16.5,EUR 11.56,card,RideGo
T22013059,31/12/2025 05:33,DR-1010,VH-004,Centre,West,2.1,13.8,EUR 9.68,card,CityHail
T22013060,25/12/2025 11:31,DR-1039,VH-005, West ,Airport,3.61,21.4,EUR 13.54,card,RideGo
T22013061,09/12/2025 00:36,DR-1027,VH-004,North,West,3.93,16.5,EUR 12.54,cash,CityHail
T22013062,03/07/2025 04:33,DR-1019,VH-001,Port,East,1.53,11.8,EUR 8.46,wallet,RideGo
T22013063,31/12/2025 09:08,DR-1029,VH-002,North,Centre,11.74,55.5,EUR 32.44,wallet,RideGo
T22013064,20/12/2025 14:57,DR-1022,VH-021,Airport,East,7.62,28.4,EUR 20.12,wallet,RideGo
T22013065,08/08/2025 06:03,DR-1038,VH-033, Centre ,East,4.3,16.1,EUR 12.85,Card,RideGo
T22013066,29/11/2025 18:24,DR-1026,VH-009,North,Suburbs,21.65,79.9,EUR 50.67,card,RideGo
T22013067,22/12/2025 16:00,DR-1064,VH-005,Centre,Centre,1.4,8.6,EUR 7.42,CASH,CityHail
T22013068,04/11/2025 02:35,DR-1007,VH-033,West,North,6.86,26.4,EUR 18.68,card,CityHail
T22013069,15/08/2025 23:45,DR-1064,VH-005,East,Airport,7.78,26.6,EUR 19.80,wallet,Direct
T22013070,24/08/2025 07:15,DR-1055,VH-001,North,Port,1.34,7.2,EUR 6.96,card,CityHail
T22013071,29/07/2025 06:33,DR-1021,VH-032, Port ,Centre,5.03,15.6,EUR 13.55,cash,Direct
T22013072,03/09/2025 03:47,DR-1035,VH-016,East,Airport,3.36,16.6,EUR 11.91,CASH,RideGo
T22013073,05/12/2025 08:22,DR-1055,VH-026,North,Port,7.81,29.4,EUR 20.61,wallet,RideGo
T22013074,29/10/2025 06:32,DR-1049,VH-003,East,Port,7.43,36.8,EUR 22.25,wallet,CityHail
T22013075,22/09/2025 22:21,DR-1011,VH-026, West ,Centre,4.65,20.4,EUR 14.46,cash,Direct
T22013076,30/07/2025 01:06,DR-1064,VH-025, Port ,Suburbs,1.29,7.0,EUR 6.84,wallet,Direct
T22013077,26/08/2025 10:25,DR-1042,VH-041,West,Centre,2.17,8.8,EUR 8.36,Card,CityHail
T22013078,03/10/2025 16:50,DR-1040,VH-007,Port,West,10.49,45.1,EUR 28.09,wallet,RideGo
T22013079,08/09/2025 15:41,DR-1053,VH-001,West,Port,6.53,26.0,EUR 18.19,CASH,Direct
T22013080,24/12/2025 06:20,DR-1038,VH-010,West,East,2.89,18.5,EUR 11.90,cash,Direct
T22013081,25/10/2025 17:23,DR-1014,VH-036,East,Airport,5.45,26.7,EUR 17.14,card,RideGo
T22013082,15/08/2025 06:03,DR-1047,VH-007,North,West,1.63,10.6,EUR 8.24,Card,RideGo
T22013083,06/12/2025 12:30,DR-1051,VH-014,Port,East,11.82,54.5,EUR 32.25,cash,CityHail
T22013084,13/12/2025 10:13,DR-1027,VH-010,Port,Suburbs,13.51,54.8,EUR 34.28,card,RideGo
T22013085,04/12/2025 05:35,DR-1040,VH-032,Centre,Airport,2.72,11.8,EUR 9.83,card,RideGo
T22013086,20/11/2025 18:58,DR-1026,VH-018,Airport,West,12.49,53.0,EUR 32.60,CASH,Direct
T22013087,19/10/2025 19:44,DR-1010,VH-036,Port,Airport,6.14,23.8,EUR 17.12,card,CityHail
T22013088,18/07/2025 13:44,DR-1039,VH-039,East,Airport,5.12,16.4,EUR 13.88,CASH,Direct
T22013089,04/12/2025 16:00,DR-1020,VH-006, North ,East,8.06,36.0,EUR 22.75,card,CityHail
T22013090,27/07/2025 08:31,DR-1051,VH-020,Port,Centre,3.75,18.2,EUR 12.81,Card,CityHail
T22013091,14/11/2025 18:47,DR-1007,VH-030,Suburbs,North,19.17,63.0,EUR 43.09,card,RideGo
T22013092,02/09/2025 22:58,DR-1042,VH-023,Airport,East,2.33,10.5,EUR 9.02,CASH,Direct
T22013093,19/10/2025 22:08,DR-1037,VH-034,Suburbs,Port,6.3,16.5,EUR 15.26,wallet,RideGo
T22013094,29/10/2025 11:19,DR-1030,VH-023,Airport,Airport,3.92,16.0,EUR 12.39,cash,Direct
T22013095,20/12/2025 17:39,DR-1040,VH-007,West,North,7.11,19.1,EUR 16.92,cash,RideGo
T22013096,23/11/2025 15:37,DR-1058,VH-002,North,East,3.6,14.9,EUR 11.71,Card,RideGo
T22013097,10/08/2025 13:12,DR-1030,VH-010,Suburbs,Centre,8.1,39.7,EUR 23.83,card,CityHail
T22013098,06/07/2025 17:02,DR-1042,VH-041,Centre,North,5.83,32.2,EUR 19.12,cash,Direct
T22013099,11/08/2025 08:34,DR-1068,VH-036,North,Port,5.72,25.1,EUR 17.01,CASH,RideGo
T22013100,06/08/2025 09:12,DR-1006,VH-007,Port,Centre,10.78,47.6,EUR 29.12,CASH,RideGo
T22013101,22/09/2025 04:04,DR-1050,VH-040,Centre,West,1.33,6.0,EUR 6.61,CASH,RideGo
T22013102,26/10/2025 11:41,DR-1034,VH-030,Suburbs,Port,13.67,59.2,EUR 35.70,CASH,RideGo
T22013103,07/08/2025 20:04,DR-1028,VH-032,West,North,6.9,25.2,EUR 18.39,CASH,RideGo
T22013104,18/09/2025 02:18,DR-1021,VH-030,West,East,6.34,32.7,EUR 19.85,CASH,CityHail
T22013105,18/10/2025 23:28,DR-1045,VH-008,Suburbs,Airport,6.82,22.8,EUR 17.63,card,RideGo
T22013106,29/10/2025 18:25,DR-1039,VH-025,Centre,Port,3.29,16.7,EUR 11.86,cash,CityHail
T22013107,21/12/2025 21:15,DR-1034,VH-007,North,Airport,5.58,21.1,EUR 15.73,card,Direct
T22013108,25/10/2025 18:25,DR-1029,VH-037, Airport ,Port,10.22,29.2,EUR 23.33,cash,RideGo
T22013109,07/08/2025 00:32,DR-1068,VH-016,North,East,4.93,25.7,EUR 16.27,card,RideGo
T22013110,26/12/2025 01:00,DR-1002,VH-036,East,Centre,7.13,33.8,EUR 21.06,Card,CityHail
T22013111,26/09/2025 05:34,DR-1011,VH-021,East,Airport,2.48,12.9,EUR 9.86,wallet,RideGo
T22013112,01/12/2025 13:23,DR-1066,VH-036, East ,West,8.87,32.1,EUR 22.59,card,Direct
T22013113,18/09/2025 10:57,DR-1055,VH-001, Airport ,Suburbs,11.87,40.8,EUR 28.47,wallet,Direct
T22013114,10/11/2025 05:59,DR-1007,VH-020,Suburbs,East,6.23,24.2,EUR 17.34,wallet,Direct
T22013115,19/09/2025 00:02,DR-1037,VH-019,East,Centre,14.39,49.8,EUR 33.89,cash,RideGo
T22013116,19/10/2025 08:29,DR-1067,VH-011,Port,Port,3.61,17.3,EUR 12.40,Card,CityHail
T22013117,10/12/2025 17:28,DR-1058,VH-042,West,Port,0.81,5.3,EUR 5.82,CASH,RideGo
T22013118,04/10/2025 22:12,DR-1004,VH-042,North,Centre,4.49,24.0,EUR 15.28,cash,Direct
T22013119,22/10/2025 04:06,DR-1012,VH-042,Centre,Port,3.02,12.8,EUR 10.46,Card,CityHail
T22013120,07/10/2025 21:08,DR-1027,VH-025,East,Centre,9.51,29.4,EUR 22.57,wallet,RideGo
T22013121,24/07/2025 05:43,DR-1014,VH-016,Suburbs,West,5.86,20.8,EUR 15.96,Card,CityHail
